"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","19.04.2016 14:45 - 19.04.2016 15:00 (UTC)","265"
"Austria (AT)","19.04.2016 15:00 - 19.04.2016 15:15 (UTC)","243"
"Austria (AT)","19.04.2016 15:15 - 19.04.2016 15:30 (UTC)","220"
"Austria (AT)","19.04.2016 15:30 - 19.04.2016 15:45 (UTC)","197"
"Austria (AT)","19.04.2016 15:45 - 19.04.2016 16:00 (UTC)","175"
"Austria (AT)","19.04.2016 16:00 - 19.04.2016 16:15 (UTC)","151"
"Austria (AT)","19.04.2016 16:15 - 19.04.2016 16:30 (UTC)","127"
"Austria (AT)","19.04.2016 16:30 - 19.04.2016 16:45 (UTC)","104"
"Austria (AT)","19.04.2016 16:45 - 19.04.2016 17:00 (UTC)","81"
"Austria (AT)","19.04.2016 17:00 - 19.04.2016 17:15 (UTC)","58"
"Austria (AT)","19.04.2016 17:15 - 19.04.2016 17:30 (UTC)","43"
"Austria (AT)","19.04.2016 17:30 - 19.04.2016 17:45 (UTC)","28"
"Austria (AT)","19.04.2016 17:45 - 19.04.2016 18:00 (UTC)","14"
"Austria (AT)","19.04.2016 18:00 - 19.04.2016 18:15 (UTC)","10"
"Austria (AT)","19.04.2016 18:15 - 19.04.2016 18:30 (UTC)","7"
"Austria (AT)","19.04.2016 18:30 - 19.04.2016 18:45 (UTC)","3"
"Austria (AT)","19.04.2016 18:45 - 19.04.2016 19:00 (UTC)","0"
"Austria (AT)","19.04.2016 19:00 - 19.04.2016 19:15 (UTC)","0"
"Austria (AT)","19.04.2016 19:15 - 19.04.2016 19:30 (UTC)","0"
"Austria (AT)","19.04.2016 19:30 - 19.04.2016 19:45 (UTC)","0"
"Austria (AT)","19.04.2016 19:45 - 19.04.2016 20:00 (UTC)","0"
"Austria (AT)","19.04.2016 20:00 - 19.04.2016 20:15 (UTC)","0"
"Austria (AT)","19.04.2016 20:15 - 19.04.2016 20:30 (UTC)","0"
"Austria (AT)","19.04.2016 20:30 - 19.04.2016 20:45 (UTC)","0"
"Austria (AT)","19.04.2016 20:45 - 19.04.2016 21:00 (UTC)","0"
"Austria (AT)","19.04.2016 21:00 - 19.04.2016 21:15 (UTC)","0"
"Austria (AT)","19.04.2016 21:15 - 19.04.2016 21:30 (UTC)","0"
"Austria (AT)","19.04.2016 21:30 - 19.04.2016 21:45 (UTC)","0"
"Austria (AT)","19.04.2016 21:45 - 19.04.2016 22:00 (UTC)","0"
"Austria (AT)","19.04.2016 22:00 - 19.04.2016 22:15 (UTC)","0"
"Austria (AT)","19.04.2016 22:15 - 19.04.2016 22:30 (UTC)","0"
"Austria (AT)","19.04.2016 22:30 - 19.04.2016 22:45 (UTC)","0"
"Austria (AT)","19.04.2016 22:45 - 19.04.2016 23:00 (UTC)","0"
"Austria (AT)","19.04.2016 23:00 - 19.04.2016 23:15 (UTC)","0"
"Austria (AT)","19.04.2016 23:15 - 19.04.2016 23:30 (UTC)","0"
"Austria (AT)","19.04.2016 23:30 - 19.04.2016 23:45 (UTC)","0"
"Austria (AT)","19.04.2016 23:45 - 20.04.2016 00:00 (UTC)","0"
"Austria (AT)","20.04.2016 00:00 - 20.04.2016 00:15 (UTC)","0"
"Austria (AT)","20.04.2016 00:15 - 20.04.2016 00:30 (UTC)","0"
"Austria (AT)","20.04.2016 00:30 - 20.04.2016 00:45 (UTC)","0"
"Austria (AT)","20.04.2016 00:45 - 20.04.2016 01:00 (UTC)","0"
"Austria (AT)","20.04.2016 01:00 - 20.04.2016 01:15 (UTC)","0"
"Austria (AT)","20.04.2016 01:15 - 20.04.2016 01:30 (UTC)","0"
"Austria (AT)","20.04.2016 01:30 - 20.04.2016 01:45 (UTC)","0"
"Austria (AT)","20.04.2016 01:45 - 20.04.2016 02:00 (UTC)","0"
"Austria (AT)","20.04.2016 02:00 - 20.04.2016 02:15 (UTC)","0"
"Austria (AT)","20.04.2016 02:15 - 20.04.2016 02:30 (UTC)","0"
"Austria (AT)","20.04.2016 02:30 - 20.04.2016 02:45 (UTC)","0"
"Austria (AT)","20.04.2016 02:45 - 20.04.2016 03:00 (UTC)","0"
"Austria (AT)","20.04.2016 03:00 - 20.04.2016 03:15 (UTC)","0"
"Austria (AT)","20.04.2016 03:15 - 20.04.2016 03:30 (UTC)","0"
"Austria (AT)","20.04.2016 03:30 - 20.04.2016 03:45 (UTC)","0"
"Austria (AT)","20.04.2016 03:45 - 20.04.2016 04:00 (UTC)","0"
"Austria (AT)","20.04.2016 04:00 - 20.04.2016 04:15 (UTC)","3"
"Austria (AT)","20.04.2016 04:15 - 20.04.2016 04:30 (UTC)","6"
"Austria (AT)","20.04.2016 04:30 - 20.04.2016 04:45 (UTC)","9"
"Austria (AT)","20.04.2016 04:45 - 20.04.2016 05:00 (UTC)","13"
"Austria (AT)","20.04.2016 05:00 - 20.04.2016 05:15 (UTC)","39"
"Austria (AT)","20.04.2016 05:15 - 20.04.2016 05:30 (UTC)","58"
"Austria (AT)","20.04.2016 05:30 - 20.04.2016 05:45 (UTC)","77"
"Austria (AT)","20.04.2016 05:45 - 20.04.2016 06:00 (UTC)","97"
"Austria (AT)","20.04.2016 06:00 - 20.04.2016 06:15 (UTC)","127"
"Austria (AT)","20.04.2016 06:15 - 20.04.2016 06:30 (UTC)","157"
"Austria (AT)","20.04.2016 06:30 - 20.04.2016 06:45 (UTC)","187"
"Austria (AT)","20.04.2016 06:45 - 20.04.2016 07:00 (UTC)","218"
"Austria (AT)","20.04.2016 07:00 - 20.04.2016 07:15 (UTC)","245"
"Austria (AT)","20.04.2016 07:15 - 20.04.2016 07:30 (UTC)","273"
"Austria (AT)","20.04.2016 07:30 - 20.04.2016 07:45 (UTC)","300"
"Austria (AT)","20.04.2016 07:45 - 20.04.2016 08:00 (UTC)","328"
"Austria (AT)","20.04.2016 08:00 - 20.04.2016 08:15 (UTC)","351"
"Austria (AT)","20.04.2016 08:15 - 20.04.2016 08:30 (UTC)","374"
"Austria (AT)","20.04.2016 08:30 - 20.04.2016 08:45 (UTC)","396"
"Austria (AT)","20.04.2016 08:45 - 20.04.2016 09:00 (UTC)","418"
"Austria (AT)","20.04.2016 09:00 - 20.04.2016 09:15 (UTC)","432"
"Austria (AT)","20.04.2016 09:15 - 20.04.2016 09:30 (UTC)","445"
"Austria (AT)","20.04.2016 09:30 - 20.04.2016 09:45 (UTC)","459"
"Austria (AT)","20.04.2016 09:45 - 20.04.2016 10:00 (UTC)","472"
"Austria (AT)","20.04.2016 10:00 - 20.04.2016 10:15 (UTC)","482"
"Austria (AT)","20.04.2016 10:15 - 20.04.2016 10:30 (UTC)","492"
"Austria (AT)","20.04.2016 10:30 - 20.04.2016 10:45 (UTC)","501"
"Austria (AT)","20.04.2016 10:45 - 20.04.2016 11:00 (UTC)","511"
"Austria (AT)","20.04.2016 11:00 - 20.04.2016 11:15 (UTC)","515"
"Austria (AT)","20.04.2016 11:15 - 20.04.2016 11:30 (UTC)","519"
"Austria (AT)","20.04.2016 11:30 - 20.04.2016 11:45 (UTC)","523"
"Austria (AT)","20.04.2016 11:45 - 20.04.2016 12:00 (UTC)","527"
"Austria (AT)","20.04.2016 12:00 - 20.04.2016 12:15 (UTC)","519"
"Austria (AT)","20.04.2016 12:15 - 20.04.2016 12:30 (UTC)","511"
"Austria (AT)","20.04.2016 12:30 - 20.04.2016 12:45 (UTC)","502"
"Austria (AT)","20.04.2016 12:45 - 20.04.2016 13:00 (UTC)","494"
"Austria (AT)","20.04.2016 13:00 - 20.04.2016 13:15 (UTC)","479"
"Austria (AT)","20.04.2016 13:15 - 20.04.2016 13:30 (UTC)","463"
"Austria (AT)","20.04.2016 13:30 - 20.04.2016 13:45 (UTC)","448"
"Austria (AT)","20.04.2016 13:45 - 20.04.2016 14:00 (UTC)","432"
"Austria (AT)","20.04.2016 14:00 - 20.04.2016 14:15 (UTC)","410"
"Austria (AT)","20.04.2016 14:15 - 20.04.2016 14:30 (UTC)","387"
"Austria (AT)","20.04.2016 14:30 - 20.04.2016 14:45 (UTC)","365"
"Austria (AT)","20.04.2016 14:45 - 20.04.2016 15:00 (UTC)","341"
"Austria (AT)","20.04.2016 15:00 - 20.04.2016 15:15 (UTC)","312"
"Austria (AT)","20.04.2016 15:15 - 20.04.2016 15:30 (UTC)","282"
"Austria (AT)","20.04.2016 15:30 - 20.04.2016 15:45 (UTC)","251"
"Austria (AT)","20.04.2016 15:45 - 20.04.2016 16:00 (UTC)","221"
"Austria (AT)","20.04.2016 16:00 - 20.04.2016 16:15 (UTC)","190"
"Austria (AT)","20.04.2016 16:15 - 20.04.2016 16:30 (UTC)","160"
"Austria (AT)","20.04.2016 16:30 - 20.04.2016 16:45 (UTC)","131"
"Austria (AT)","20.04.2016 16:45 - 20.04.2016 17:00 (UTC)","102"
"Austria (AT)","20.04.2016 17:00 - 20.04.2016 17:15 (UTC)","74"
"Austria (AT)","20.04.2016 17:15 - 20.04.2016 17:30 (UTC)","55"
"Austria (AT)","20.04.2016 17:30 - 20.04.2016 17:45 (UTC)","36"
"Austria (AT)","20.04.2016 17:45 - 20.04.2016 18:00 (UTC)","18"
"Austria (AT)","20.04.2016 18:00 - 20.04.2016 18:15 (UTC)","13"
"Austria (AT)","20.04.2016 18:15 - 20.04.2016 18:30 (UTC)","9"
"Austria (AT)","20.04.2016 18:30 - 20.04.2016 18:45 (UTC)","4"
"Austria (AT)","20.04.2016 18:45 - 20.04.2016 19:00 (UTC)","0"
"Austria (AT)","20.04.2016 19:00 - 20.04.2016 19:15 (UTC)","0"
"Austria (AT)","20.04.2016 19:15 - 20.04.2016 19:30 (UTC)","0"
"Austria (AT)","20.04.2016 19:30 - 20.04.2016 19:45 (UTC)","0"
"Austria (AT)","20.04.2016 19:45 - 20.04.2016 20:00 (UTC)","0"
"Austria (AT)","20.04.2016 20:00 - 20.04.2016 20:15 (UTC)","0"
"Austria (AT)","20.04.2016 20:15 - 20.04.2016 20:30 (UTC)","0"
"Austria (AT)","20.04.2016 20:30 - 20.04.2016 20:45 (UTC)","0"
"Austria (AT)","20.04.2016 20:45 - 20.04.2016 21:00 (UTC)","0"
"Austria (AT)","20.04.2016 21:00 - 20.04.2016 21:15 (UTC)","0"
"Austria (AT)","20.04.2016 21:15 - 20.04.2016 21:30 (UTC)","0"
"Austria (AT)","20.04.2016 21:30 - 20.04.2016 21:45 (UTC)","0"
"Austria (AT)","20.04.2016 21:45 - 20.04.2016 22:00 (UTC)","0"
"Austria (AT)","20.04.2016 22:00 - 20.04.2016 22:15 (UTC)","0"
"Austria (AT)","20.04.2016 22:15 - 20.04.2016 22:30 (UTC)","0"
"Austria (AT)","20.04.2016 22:30 - 20.04.2016 22:45 (UTC)","0"
"Austria (AT)","20.04.2016 22:45 - 20.04.2016 23:00 (UTC)","0"
"Austria (AT)","20.04.2016 23:00 - 20.04.2016 23:15 (UTC)","0"
"Austria (AT)","20.04.2016 23:15 - 20.04.2016 23:30 (UTC)","0"
"Austria (AT)","20.04.2016 23:30 - 20.04.2016 23:45 (UTC)","0"
"Austria (AT)","20.04.2016 23:45 - 21.04.2016 00:00 (UTC)","0"
"Austria (AT)","21.04.2016 00:00 - 21.04.2016 00:15 (UTC)","0"
"Austria (AT)","21.04.2016 00:15 - 21.04.2016 00:30 (UTC)","0"
"Austria (AT)","21.04.2016 00:30 - 21.04.2016 00:45 (UTC)","0"
"Austria (AT)","21.04.2016 00:45 - 21.04.2016 01:00 (UTC)","0"
"Austria (AT)","21.04.2016 01:00 - 21.04.2016 01:15 (UTC)","0"
"Austria (AT)","21.04.2016 01:15 - 21.04.2016 01:30 (UTC)","0"
"Austria (AT)","21.04.2016 01:30 - 21.04.2016 01:45 (UTC)","0"
"Austria (AT)","21.04.2016 01:45 - 21.04.2016 02:00 (UTC)","0"
"Austria (AT)","21.04.2016 02:00 - 21.04.2016 02:15 (UTC)","0"
"Austria (AT)","21.04.2016 02:15 - 21.04.2016 02:30 (UTC)","0"
"Austria (AT)","21.04.2016 02:30 - 21.04.2016 02:45 (UTC)","0"
"Austria (AT)","21.04.2016 02:45 - 21.04.2016 03:00 (UTC)","0"
"Austria (AT)","21.04.2016 03:00 - 21.04.2016 03:15 (UTC)","0"
"Austria (AT)","21.04.2016 03:15 - 21.04.2016 03:30 (UTC)","0"
"Austria (AT)","21.04.2016 03:30 - 21.04.2016 03:45 (UTC)","0"
"Austria (AT)","21.04.2016 03:45 - 21.04.2016 04:00 (UTC)","0"
"Austria (AT)","21.04.2016 04:00 - 21.04.2016 04:15 (UTC)","4"
"Austria (AT)","21.04.2016 04:15 - 21.04.2016 04:30 (UTC)","10"
"Austria (AT)","21.04.2016 04:30 - 21.04.2016 04:45 (UTC)","15"
"Austria (AT)","21.04.2016 04:45 - 21.04.2016 05:00 (UTC)","21"
"Austria (AT)","21.04.2016 05:00 - 21.04.2016 05:15 (UTC)","48"
"Austria (AT)","21.04.2016 05:15 - 21.04.2016 05:30 (UTC)","71"
"Austria (AT)","21.04.2016 05:30 - 21.04.2016 05:45 (UTC)","94"
"Austria (AT)","21.04.2016 05:45 - 21.04.2016 06:00 (UTC)","117"
"Austria (AT)","21.04.2016 06:00 - 21.04.2016 06:15 (UTC)","150"
"Austria (AT)","21.04.2016 06:15 - 21.04.2016 06:30 (UTC)","182"
"Austria (AT)","21.04.2016 06:30 - 21.04.2016 06:45 (UTC)","214"
"Austria (AT)","21.04.2016 06:45 - 21.04.2016 07:00 (UTC)","246"
"Austria (AT)","21.04.2016 07:00 - 21.04.2016 07:15 (UTC)","278"
"Austria (AT)","21.04.2016 07:15 - 21.04.2016 07:30 (UTC)","311"
"Austria (AT)","21.04.2016 07:30 - 21.04.2016 07:45 (UTC)","343"
"Austria (AT)","21.04.2016 07:45 - 21.04.2016 08:00 (UTC)","377"
"Austria (AT)","21.04.2016 08:00 - 21.04.2016 08:15 (UTC)","405"
"Austria (AT)","21.04.2016 08:15 - 21.04.2016 08:30 (UTC)","432"
"Austria (AT)","21.04.2016 08:30 - 21.04.2016 08:45 (UTC)","459"
"Austria (AT)","21.04.2016 08:45 - 21.04.2016 09:00 (UTC)","486"
"Austria (AT)","21.04.2016 09:00 - 21.04.2016 09:15 (UTC)","505"
"Austria (AT)","21.04.2016 09:15 - 21.04.2016 09:30 (UTC)","524"
"Austria (AT)","21.04.2016 09:30 - 21.04.2016 09:45 (UTC)","542"
"Austria (AT)","21.04.2016 09:45 - 21.04.2016 10:00 (UTC)","560"
"Austria (AT)","21.04.2016 10:00 - 21.04.2016 10:15 (UTC)","569"
"Austria (AT)","21.04.2016 10:15 - 21.04.2016 10:30 (UTC)","577"
"Austria (AT)","21.04.2016 10:30 - 21.04.2016 10:45 (UTC)","584"
"Austria (AT)","21.04.2016 10:45 - 21.04.2016 11:00 (UTC)","592"
"Austria (AT)","21.04.2016 11:00 - 21.04.2016 11:15 (UTC)","590"
"Austria (AT)","21.04.2016 11:15 - 21.04.2016 11:30 (UTC)","589"
"Austria (AT)","21.04.2016 11:30 - 21.04.2016 11:45 (UTC)","588"
"Austria (AT)","21.04.2016 11:45 - 21.04.2016 12:00 (UTC)","587"
"Austria (AT)","21.04.2016 12:00 - 21.04.2016 12:15 (UTC)","577"
"Austria (AT)","21.04.2016 12:15 - 21.04.2016 12:30 (UTC)","567"
"Austria (AT)","21.04.2016 12:30 - 21.04.2016 12:45 (UTC)","556"
"Austria (AT)","21.04.2016 12:45 - 21.04.2016 13:00 (UTC)","545"
"Austria (AT)","21.04.2016 13:00 - 21.04.2016 13:15 (UTC)","527"
"Austria (AT)","21.04.2016 13:15 - 21.04.2016 13:30 (UTC)","506"
"Austria (AT)","21.04.2016 13:30 - 21.04.2016 13:45 (UTC)","486"
"Austria (AT)","21.04.2016 13:45 - 21.04.2016 14:00 (UTC)","465"
"Austria (AT)","21.04.2016 14:00 - 21.04.2016 14:15 (UTC)","438"
"Austria (AT)","21.04.2016 14:15 - 21.04.2016 14:30 (UTC)","411"
"Austria (AT)","21.04.2016 14:30 - 21.04.2016 14:45 (UTC)","384"
"Austria (AT)","21.04.2016 14:45 - 21.04.2016 15:00 (UTC)","356"
"Austria (AT)","21.04.2016 15:00 - 21.04.2016 15:15 (UTC)","325"
"Austria (AT)","21.04.2016 15:15 - 21.04.2016 15:30 (UTC)","292"
"Austria (AT)","21.04.2016 15:30 - 21.04.2016 15:45 (UTC)","260"
"Austria (AT)","21.04.2016 15:45 - 21.04.2016 16:00 (UTC)","227"
"Austria (AT)","21.04.2016 16:00 - 21.04.2016 16:15 (UTC)","195"
"Austria (AT)","21.04.2016 16:15 - 21.04.2016 16:30 (UTC)","164"
"Austria (AT)","21.04.2016 16:30 - 21.04.2016 16:45 (UTC)","133"
"Austria (AT)","21.04.2016 16:45 - 21.04.2016 17:00 (UTC)","104"
"Austria (AT)","21.04.2016 17:00 - 21.04.2016 17:15 (UTC)","75"
"Austria (AT)","21.04.2016 17:15 - 21.04.2016 17:30 (UTC)","55"
"Austria (AT)","21.04.2016 17:30 - 21.04.2016 17:45 (UTC)","36"
"Austria (AT)","21.04.2016 17:45 - 21.04.2016 18:00 (UTC)","17"
"Austria (AT)","21.04.2016 18:00 - 21.04.2016 18:15 (UTC)","12"
"Austria (AT)","21.04.2016 18:15 - 21.04.2016 18:30 (UTC)","8"
"Austria (AT)","21.04.2016 18:30 - 21.04.2016 18:45 (UTC)","4"
"Austria (AT)","21.04.2016 18:45 - 21.04.2016 19:00 (UTC)","0"
"Austria (AT)","21.04.2016 19:00 - 21.04.2016 19:15 (UTC)","0"
"Austria (AT)","21.04.2016 19:15 - 21.04.2016 19:30 (UTC)","0"
"Austria (AT)","21.04.2016 19:30 - 21.04.2016 19:45 (UTC)","0"
"Austria (AT)","21.04.2016 19:45 - 21.04.2016 20:00 (UTC)","0"
"Austria (AT)","21.04.2016 20:00 - 21.04.2016 20:15 (UTC)","0"
"Austria (AT)","21.04.2016 20:15 - 21.04.2016 20:30 (UTC)","0"
"Austria (AT)","21.04.2016 20:30 - 21.04.2016 20:45 (UTC)","0"
"Austria (AT)","21.04.2016 20:45 - 21.04.2016 21:00 (UTC)","0"
"Austria (AT)","21.04.2016 21:00 - 21.04.2016 21:15 (UTC)","0"
"Austria (AT)","21.04.2016 21:15 - 21.04.2016 21:30 (UTC)","0"
"Austria (AT)","21.04.2016 21:30 - 21.04.2016 21:45 (UTC)","0"
"Austria (AT)","21.04.2016 21:45 - 21.04.2016 22:00 (UTC)","0"
"Austria (AT)","21.04.2016 22:00 - 21.04.2016 22:15 (UTC)","0"
"Austria (AT)","21.04.2016 22:15 - 21.04.2016 22:30 (UTC)","0"
"Austria (AT)","21.04.2016 22:30 - 21.04.2016 22:45 (UTC)","0"
"Austria (AT)","21.04.2016 22:45 - 21.04.2016 23:00 (UTC)","0"
"Austria (AT)","21.04.2016 23:00 - 21.04.2016 23:15 (UTC)","0"
"Austria (AT)","21.04.2016 23:15 - 21.04.2016 23:30 (UTC)","0"
"Austria (AT)","21.04.2016 23:30 - 21.04.2016 23:45 (UTC)","0"
"Austria (AT)","21.04.2016 23:45 - 22.04.2016 00:00 (UTC)","0"
"Austria (AT)","22.04.2016 00:00 - 22.04.2016 00:15 (UTC)","0"
"Austria (AT)","22.04.2016 00:15 - 22.04.2016 00:30 (UTC)","0"
"Austria (AT)","22.04.2016 00:30 - 22.04.2016 00:45 (UTC)","0"
"Austria (AT)","22.04.2016 00:45 - 22.04.2016 01:00 (UTC)","0"
"Austria (AT)","22.04.2016 01:00 - 22.04.2016 01:15 (UTC)","0"
"Austria (AT)","22.04.2016 01:15 - 22.04.2016 01:30 (UTC)","0"
"Austria (AT)","22.04.2016 01:30 - 22.04.2016 01:45 (UTC)","0"
"Austria (AT)","22.04.2016 01:45 - 22.04.2016 02:00 (UTC)","0"
"Austria (AT)","22.04.2016 02:00 - 22.04.2016 02:15 (UTC)","0"
"Austria (AT)","22.04.2016 02:15 - 22.04.2016 02:30 (UTC)","0"
"Austria (AT)","22.04.2016 02:30 - 22.04.2016 02:45 (UTC)","0"
"Austria (AT)","22.04.2016 02:45 - 22.04.2016 03:00 (UTC)","0"
"Austria (AT)","22.04.2016 03:00 - 22.04.2016 03:15 (UTC)","0"
"Austria (AT)","22.04.2016 03:15 - 22.04.2016 03:30 (UTC)","0"
"Austria (AT)","22.04.2016 03:30 - 22.04.2016 03:45 (UTC)","0"
"Austria (AT)","22.04.2016 03:45 - 22.04.2016 04:00 (UTC)","0"
"Austria (AT)","22.04.2016 04:00 - 22.04.2016 04:15 (UTC)","5"
"Austria (AT)","22.04.2016 04:15 - 22.04.2016 04:30 (UTC)","10"
"Austria (AT)","22.04.2016 04:30 - 22.04.2016 04:45 (UTC)","16"
"Austria (AT)","22.04.2016 04:45 - 22.04.2016 05:00 (UTC)","22"
"Austria (AT)","22.04.2016 05:00 - 22.04.2016 05:15 (UTC)","49"
"Austria (AT)","22.04.2016 05:15 - 22.04.2016 05:30 (UTC)","70"
"Austria (AT)","22.04.2016 05:30 - 22.04.2016 05:45 (UTC)","92"
"Austria (AT)","22.04.2016 05:45 - 22.04.2016 06:00 (UTC)","114"
"Austria (AT)","22.04.2016 06:00 - 22.04.2016 06:15 (UTC)","144"
"Austria (AT)","22.04.2016 06:15 - 22.04.2016 06:30 (UTC)","175"
"Austria (AT)","22.04.2016 06:30 - 22.04.2016 06:45 (UTC)","206"
"Austria (AT)","22.04.2016 06:45 - 22.04.2016 07:00 (UTC)","236"
"Austria (AT)","22.04.2016 07:00 - 22.04.2016 07:15 (UTC)","268"
"Austria (AT)","22.04.2016 07:15 - 22.04.2016 07:30 (UTC)","299"
"Austria (AT)","22.04.2016 07:30 - 22.04.2016 07:45 (UTC)","330"
"Austria (AT)","22.04.2016 07:45 - 22.04.2016 08:00 (UTC)","361"
"Austria (AT)","22.04.2016 08:00 - 22.04.2016 08:15 (UTC)","386"
"Austria (AT)","22.04.2016 08:15 - 22.04.2016 08:30 (UTC)","411"
"Austria (AT)","22.04.2016 08:30 - 22.04.2016 08:45 (UTC)","435"
"Austria (AT)","22.04.2016 08:45 - 22.04.2016 09:00 (UTC)","459"
"Austria (AT)","22.04.2016 09:00 - 22.04.2016 09:15 (UTC)","477"
"Austria (AT)","22.04.2016 09:15 - 22.04.2016 09:30 (UTC)","494"
"Austria (AT)","22.04.2016 09:30 - 22.04.2016 09:45 (UTC)","511"
"Austria (AT)","22.04.2016 09:45 - 22.04.2016 10:00 (UTC)","528"
"Austria (AT)","22.04.2016 10:00 - 22.04.2016 10:15 (UTC)","534"
"Austria (AT)","22.04.2016 10:15 - 22.04.2016 10:30 (UTC)","540"
"Austria (AT)","22.04.2016 10:30 - 22.04.2016 10:45 (UTC)","546"
"Austria (AT)","22.04.2016 10:45 - 22.04.2016 11:00 (UTC)","551"
"Austria (AT)","22.04.2016 11:00 - 22.04.2016 11:15 (UTC)","548"
"Austria (AT)","22.04.2016 11:15 - 22.04.2016 11:30 (UTC)","543"
"Austria (AT)","22.04.2016 11:30 - 22.04.2016 11:45 (UTC)","539"
"Austria (AT)","22.04.2016 11:45 - 22.04.2016 12:00 (UTC)","535"
"Austria (AT)","22.04.2016 12:00 - 22.04.2016 12:15 (UTC)","525"
"Austria (AT)","22.04.2016 12:15 - 22.04.2016 12:30 (UTC)","516"
"Austria (AT)","22.04.2016 12:30 - 22.04.2016 12:45 (UTC)","506"
"Austria (AT)","22.04.2016 12:45 - 22.04.2016 13:00 (UTC)","495"
"Austria (AT)","22.04.2016 13:00 - 22.04.2016 13:15 (UTC)","474"
"Austria (AT)","22.04.2016 13:15 - 22.04.2016 13:30 (UTC)","452"
"Austria (AT)","22.04.2016 13:30 - 22.04.2016 13:45 (UTC)","431"
"Austria (AT)","22.04.2016 13:45 - 22.04.2016 14:00 (UTC)","408"
"Austria (AT)","22.04.2016 14:00 - 22.04.2016 14:15 (UTC)","383"
"Austria (AT)","22.04.2016 14:15 - 22.04.2016 14:30 (UTC)","357"
"Austria (AT)","22.04.2016 14:30 - 22.04.2016 14:45 (UTC)","330"
"Austria (AT)","22.04.2016 14:45 - 22.04.2016 15:00 (UTC)","304"
"Austria (AT)","22.04.2016 15:00 - 22.04.2016 15:15 (UTC)","277"
"Austria (AT)","22.04.2016 15:15 - 22.04.2016 15:30 (UTC)","250"
"Austria (AT)","22.04.2016 15:30 - 22.04.2016 15:45 (UTC)","222"
"Austria (AT)","22.04.2016 15:45 - 22.04.2016 16:00 (UTC)","195"
"Austria (AT)","22.04.2016 16:00 - 22.04.2016 16:15 (UTC)","168"
"Austria (AT)","22.04.2016 16:15 - 22.04.2016 16:30 (UTC)","142"
"Austria (AT)","22.04.2016 16:30 - 22.04.2016 16:45 (UTC)","116"
"Austria (AT)","22.04.2016 16:45 - 22.04.2016 17:00 (UTC)","91"
"Austria (AT)","22.04.2016 17:00 - 22.04.2016 17:15 (UTC)","66"
"Austria (AT)","22.04.2016 17:15 - 22.04.2016 17:30 (UTC)","49"
"Austria (AT)","22.04.2016 17:30 - 22.04.2016 17:45 (UTC)","32"
"Austria (AT)","22.04.2016 17:45 - 22.04.2016 18:00 (UTC)","16"
"Austria (AT)","22.04.2016 18:00 - 22.04.2016 18:15 (UTC)","11"
"Austria (AT)","22.04.2016 18:15 - 22.04.2016 18:30 (UTC)","8"
"Austria (AT)","22.04.2016 18:30 - 22.04.2016 18:45 (UTC)","4"
"Austria (AT)","22.04.2016 18:45 - 22.04.2016 19:00 (UTC)","0"
"Austria (AT)","22.04.2016 19:00 - 22.04.2016 19:15 (UTC)","0"
"Austria (AT)","22.04.2016 19:15 - 22.04.2016 19:30 (UTC)","0"
"Austria (AT)","22.04.2016 19:30 - 22.04.2016 19:45 (UTC)","0"
"Austria (AT)","22.04.2016 19:45 - 22.04.2016 20:00 (UTC)","0"
"Austria (AT)","22.04.2016 20:00 - 22.04.2016 20:15 (UTC)","0"
"Austria (AT)","22.04.2016 20:15 - 22.04.2016 20:30 (UTC)","0"
"Austria (AT)","22.04.2016 20:30 - 22.04.2016 20:45 (UTC)","0"
"Austria (AT)","22.04.2016 20:45 - 22.04.2016 21:00 (UTC)","0"
"Austria (AT)","22.04.2016 21:00 - 22.04.2016 21:15 (UTC)","0"
"Austria (AT)","22.04.2016 21:15 - 22.04.2016 21:30 (UTC)","0"
"Austria (AT)","22.04.2016 21:30 - 22.04.2016 21:45 (UTC)","0"
"Austria (AT)","22.04.2016 21:45 - 22.04.2016 22:00 (UTC)","0"
"Austria (AT)","22.04.2016 22:00 - 22.04.2016 22:15 (UTC)","0"
"Austria (AT)","22.04.2016 22:15 - 22.04.2016 22:30 (UTC)","0"
"Austria (AT)","22.04.2016 22:30 - 22.04.2016 22:45 (UTC)","0"
"Austria (AT)","22.04.2016 22:45 - 22.04.2016 23:00 (UTC)","0"
"Austria (AT)","22.04.2016 23:00 - 22.04.2016 23:15 (UTC)","0"
"Austria (AT)","22.04.2016 23:15 - 22.04.2016 23:30 (UTC)","0"
"Austria (AT)","22.04.2016 23:30 - 22.04.2016 23:45 (UTC)","0"
"Austria (AT)","22.04.2016 23:45 - 23.04.2016 00:00 (UTC)","0"
"Austria (AT)","23.04.2016 00:00 - 23.04.2016 00:15 (UTC)","0"
"Austria (AT)","23.04.2016 00:15 - 23.04.2016 00:30 (UTC)","0"
"Austria (AT)","23.04.2016 00:30 - 23.04.2016 00:45 (UTC)","0"
"Austria (AT)","23.04.2016 00:45 - 23.04.2016 01:00 (UTC)","0"
"Austria (AT)","23.04.2016 01:00 - 23.04.2016 01:15 (UTC)","0"
"Austria (AT)","23.04.2016 01:15 - 23.04.2016 01:30 (UTC)","0"
"Austria (AT)","23.04.2016 01:30 - 23.04.2016 01:45 (UTC)","0"
