"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","08.11.2016 00:45 - 08.11.2016 01:00 (UTC)","0"
"Austria (AT)","08.11.2016 01:00 - 08.11.2016 01:15 (UTC)","0"
"Austria (AT)","08.11.2016 01:15 - 08.11.2016 01:30 (UTC)","0"
"Austria (AT)","08.11.2016 01:30 - 08.11.2016 01:45 (UTC)","0"
"Austria (AT)","08.11.2016 01:45 - 08.11.2016 02:00 (UTC)","0"
"Austria (AT)","08.11.2016 02:00 - 08.11.2016 02:15 (UTC)","0"
"Austria (AT)","08.11.2016 02:15 - 08.11.2016 02:30 (UTC)","0"
"Austria (AT)","08.11.2016 02:30 - 08.11.2016 02:45 (UTC)","0"
"Austria (AT)","08.11.2016 02:45 - 08.11.2016 03:00 (UTC)","0"
"Austria (AT)","08.11.2016 03:00 - 08.11.2016 03:15 (UTC)","0"
"Austria (AT)","08.11.2016 03:15 - 08.11.2016 03:30 (UTC)","0"
"Austria (AT)","08.11.2016 03:30 - 08.11.2016 03:45 (UTC)","0"
"Austria (AT)","08.11.2016 03:45 - 08.11.2016 04:00 (UTC)","0"
"Austria (AT)","08.11.2016 04:00 - 08.11.2016 04:15 (UTC)","0"
"Austria (AT)","08.11.2016 04:15 - 08.11.2016 04:30 (UTC)","0"
"Austria (AT)","08.11.2016 04:30 - 08.11.2016 04:45 (UTC)","0"
"Austria (AT)","08.11.2016 04:45 - 08.11.2016 05:00 (UTC)","0"
"Austria (AT)","08.11.2016 05:00 - 08.11.2016 05:15 (UTC)","0"
"Austria (AT)","08.11.2016 05:15 - 08.11.2016 05:30 (UTC)","0"
"Austria (AT)","08.11.2016 05:30 - 08.11.2016 05:45 (UTC)","0"
"Austria (AT)","08.11.2016 05:45 - 08.11.2016 06:00 (UTC)","0"
"Austria (AT)","08.11.2016 06:00 - 08.11.2016 06:15 (UTC)","11"
"Austria (AT)","08.11.2016 06:15 - 08.11.2016 06:30 (UTC)","15"
"Austria (AT)","08.11.2016 06:30 - 08.11.2016 06:45 (UTC)","19"
"Austria (AT)","08.11.2016 06:45 - 08.11.2016 07:00 (UTC)","24"
"Austria (AT)","08.11.2016 07:00 - 08.11.2016 07:15 (UTC)","38"
"Austria (AT)","08.11.2016 07:15 - 08.11.2016 07:30 (UTC)","52"
"Austria (AT)","08.11.2016 07:30 - 08.11.2016 07:45 (UTC)","67"
"Austria (AT)","08.11.2016 07:45 - 08.11.2016 08:00 (UTC)","82"
"Austria (AT)","08.11.2016 08:00 - 08.11.2016 08:15 (UTC)","98"
"Austria (AT)","08.11.2016 08:15 - 08.11.2016 08:30 (UTC)","114"
"Austria (AT)","08.11.2016 08:30 - 08.11.2016 08:45 (UTC)","131"
"Austria (AT)","08.11.2016 08:45 - 08.11.2016 09:00 (UTC)","146"
"Austria (AT)","08.11.2016 09:00 - 08.11.2016 09:15 (UTC)","160"
"Austria (AT)","08.11.2016 09:15 - 08.11.2016 09:30 (UTC)","173"
"Austria (AT)","08.11.2016 09:30 - 08.11.2016 09:45 (UTC)","185"
"Austria (AT)","08.11.2016 09:45 - 08.11.2016 10:00 (UTC)","198"
"Austria (AT)","08.11.2016 10:00 - 08.11.2016 10:15 (UTC)","206"
"Austria (AT)","08.11.2016 10:15 - 08.11.2016 10:30 (UTC)","213"
"Austria (AT)","08.11.2016 10:30 - 08.11.2016 10:45 (UTC)","220"
"Austria (AT)","08.11.2016 10:45 - 08.11.2016 11:00 (UTC)","227"
"Austria (AT)","08.11.2016 11:00 - 08.11.2016 11:15 (UTC)","226"
"Austria (AT)","08.11.2016 11:15 - 08.11.2016 11:30 (UTC)","224"
"Austria (AT)","08.11.2016 11:30 - 08.11.2016 11:45 (UTC)","222"
"Austria (AT)","08.11.2016 11:45 - 08.11.2016 12:00 (UTC)","219"
"Austria (AT)","08.11.2016 12:00 - 08.11.2016 12:15 (UTC)","208"
"Austria (AT)","08.11.2016 12:15 - 08.11.2016 12:30 (UTC)","196"
"Austria (AT)","08.11.2016 12:30 - 08.11.2016 12:45 (UTC)","184"
"Austria (AT)","08.11.2016 12:45 - 08.11.2016 13:00 (UTC)","172"
"Austria (AT)","08.11.2016 13:00 - 08.11.2016 13:15 (UTC)","157"
"Austria (AT)","08.11.2016 13:15 - 08.11.2016 13:30 (UTC)","142"
"Austria (AT)","08.11.2016 13:30 - 08.11.2016 13:45 (UTC)","127"
"Austria (AT)","08.11.2016 13:45 - 08.11.2016 14:00 (UTC)","111"
"Austria (AT)","08.11.2016 14:00 - 08.11.2016 14:15 (UTC)","95"
"Austria (AT)","08.11.2016 14:15 - 08.11.2016 14:30 (UTC)","79"
"Austria (AT)","08.11.2016 14:30 - 08.11.2016 14:45 (UTC)","64"
"Austria (AT)","08.11.2016 14:45 - 08.11.2016 15:00 (UTC)","48"
"Austria (AT)","08.11.2016 15:00 - 08.11.2016 15:15 (UTC)","37"
"Austria (AT)","08.11.2016 15:15 - 08.11.2016 15:30 (UTC)","27"
"Austria (AT)","08.11.2016 15:30 - 08.11.2016 15:45 (UTC)","18"
"Austria (AT)","08.11.2016 15:45 - 08.11.2016 16:00 (UTC)","9"
"Austria (AT)","08.11.2016 16:00 - 08.11.2016 16:15 (UTC)","9"
"Austria (AT)","08.11.2016 16:15 - 08.11.2016 16:30 (UTC)","8"
"Austria (AT)","08.11.2016 16:30 - 08.11.2016 16:45 (UTC)","8"
"Austria (AT)","08.11.2016 16:45 - 08.11.2016 17:00 (UTC)","8"
"Austria (AT)","08.11.2016 17:00 - 08.11.2016 17:15 (UTC)","8"
"Austria (AT)","08.11.2016 17:15 - 08.11.2016 17:30 (UTC)","8"
"Austria (AT)","08.11.2016 17:30 - 08.11.2016 17:45 (UTC)","8"
"Austria (AT)","08.11.2016 17:45 - 08.11.2016 18:00 (UTC)","8"
"Austria (AT)","08.11.2016 18:00 - 08.11.2016 18:15 (UTC)","0"
"Austria (AT)","08.11.2016 18:15 - 08.11.2016 18:30 (UTC)","0"
"Austria (AT)","08.11.2016 18:30 - 08.11.2016 18:45 (UTC)","0"
"Austria (AT)","08.11.2016 18:45 - 08.11.2016 19:00 (UTC)","0"
"Austria (AT)","08.11.2016 19:00 - 08.11.2016 19:15 (UTC)","0"
"Austria (AT)","08.11.2016 19:15 - 08.11.2016 19:30 (UTC)","0"
"Austria (AT)","08.11.2016 19:30 - 08.11.2016 19:45 (UTC)","0"
"Austria (AT)","08.11.2016 19:45 - 08.11.2016 20:00 (UTC)","0"
"Austria (AT)","08.11.2016 20:00 - 08.11.2016 20:15 (UTC)","0"
"Austria (AT)","08.11.2016 20:15 - 08.11.2016 20:30 (UTC)","0"
"Austria (AT)","08.11.2016 20:30 - 08.11.2016 20:45 (UTC)","0"
"Austria (AT)","08.11.2016 20:45 - 08.11.2016 21:00 (UTC)","0"
"Austria (AT)","08.11.2016 21:00 - 08.11.2016 21:15 (UTC)","0"
"Austria (AT)","08.11.2016 21:15 - 08.11.2016 21:30 (UTC)","0"
"Austria (AT)","08.11.2016 21:30 - 08.11.2016 21:45 (UTC)","0"
"Austria (AT)","08.11.2016 21:45 - 08.11.2016 22:00 (UTC)","0"
"Austria (AT)","08.11.2016 22:00 - 08.11.2016 22:15 (UTC)","0"
"Austria (AT)","08.11.2016 22:15 - 08.11.2016 22:30 (UTC)","0"
"Austria (AT)","08.11.2016 22:30 - 08.11.2016 22:45 (UTC)","0"
"Austria (AT)","08.11.2016 22:45 - 08.11.2016 23:00 (UTC)","0"
"Austria (AT)","08.11.2016 23:00 - 08.11.2016 23:15 (UTC)","0"
"Austria (AT)","08.11.2016 23:15 - 08.11.2016 23:30 (UTC)","0"
"Austria (AT)","08.11.2016 23:30 - 08.11.2016 23:45 (UTC)","0"
"Austria (AT)","08.11.2016 23:45 - 09.11.2016 00:00 (UTC)","0"
"Austria (AT)","09.11.2016 00:00 - 09.11.2016 00:15 (UTC)","0"
"Austria (AT)","09.11.2016 00:15 - 09.11.2016 00:30 (UTC)","0"
"Austria (AT)","09.11.2016 00:30 - 09.11.2016 00:45 (UTC)","0"
"Austria (AT)","09.11.2016 00:45 - 09.11.2016 01:00 (UTC)","0"
"Austria (AT)","09.11.2016 01:00 - 09.11.2016 01:15 (UTC)","0"
"Austria (AT)","09.11.2016 01:15 - 09.11.2016 01:30 (UTC)","0"
"Austria (AT)","09.11.2016 01:30 - 09.11.2016 01:45 (UTC)","0"
"Austria (AT)","09.11.2016 01:45 - 09.11.2016 02:00 (UTC)","0"
"Austria (AT)","09.11.2016 02:00 - 09.11.2016 02:15 (UTC)","0"
"Austria (AT)","09.11.2016 02:15 - 09.11.2016 02:30 (UTC)","0"
"Austria (AT)","09.11.2016 02:30 - 09.11.2016 02:45 (UTC)","0"
"Austria (AT)","09.11.2016 02:45 - 09.11.2016 03:00 (UTC)","0"
"Austria (AT)","09.11.2016 03:00 - 09.11.2016 03:15 (UTC)","0"
"Austria (AT)","09.11.2016 03:15 - 09.11.2016 03:30 (UTC)","0"
"Austria (AT)","09.11.2016 03:30 - 09.11.2016 03:45 (UTC)","0"
"Austria (AT)","09.11.2016 03:45 - 09.11.2016 04:00 (UTC)","0"
"Austria (AT)","09.11.2016 04:00 - 09.11.2016 04:15 (UTC)","0"
"Austria (AT)","09.11.2016 04:15 - 09.11.2016 04:30 (UTC)","0"
"Austria (AT)","09.11.2016 04:30 - 09.11.2016 04:45 (UTC)","0"
"Austria (AT)","09.11.2016 04:45 - 09.11.2016 05:00 (UTC)","0"
"Austria (AT)","09.11.2016 05:00 - 09.11.2016 05:15 (UTC)","0"
"Austria (AT)","09.11.2016 05:15 - 09.11.2016 05:30 (UTC)","0"
"Austria (AT)","09.11.2016 05:30 - 09.11.2016 05:45 (UTC)","0"
"Austria (AT)","09.11.2016 05:45 - 09.11.2016 06:00 (UTC)","0"
"Austria (AT)","09.11.2016 06:00 - 09.11.2016 06:15 (UTC)","12"
"Austria (AT)","09.11.2016 06:15 - 09.11.2016 06:30 (UTC)","17"
"Austria (AT)","09.11.2016 06:30 - 09.11.2016 06:45 (UTC)","22"
"Austria (AT)","09.11.2016 06:45 - 09.11.2016 07:00 (UTC)","27"
"Austria (AT)","09.11.2016 07:00 - 09.11.2016 07:15 (UTC)","42"
"Austria (AT)","09.11.2016 07:15 - 09.11.2016 07:30 (UTC)","60"
"Austria (AT)","09.11.2016 07:30 - 09.11.2016 07:45 (UTC)","78"
"Austria (AT)","09.11.2016 07:45 - 09.11.2016 08:00 (UTC)","96"
"Austria (AT)","09.11.2016 08:00 - 09.11.2016 08:15 (UTC)","116"
"Austria (AT)","09.11.2016 08:15 - 09.11.2016 08:30 (UTC)","138"
"Austria (AT)","09.11.2016 08:30 - 09.11.2016 08:45 (UTC)","160"
"Austria (AT)","09.11.2016 08:45 - 09.11.2016 09:00 (UTC)","182"
"Austria (AT)","09.11.2016 09:00 - 09.11.2016 09:15 (UTC)","200"
"Austria (AT)","09.11.2016 09:15 - 09.11.2016 09:30 (UTC)","219"
"Austria (AT)","09.11.2016 09:30 - 09.11.2016 09:45 (UTC)","238"
"Austria (AT)","09.11.2016 09:45 - 09.11.2016 10:00 (UTC)","256"
"Austria (AT)","09.11.2016 10:00 - 09.11.2016 10:15 (UTC)","265"
"Austria (AT)","09.11.2016 10:15 - 09.11.2016 10:30 (UTC)","275"
"Austria (AT)","09.11.2016 10:30 - 09.11.2016 10:45 (UTC)","284"
"Austria (AT)","09.11.2016 10:45 - 09.11.2016 11:00 (UTC)","293"
"Austria (AT)","09.11.2016 11:00 - 09.11.2016 11:15 (UTC)","292"
"Austria (AT)","09.11.2016 11:15 - 09.11.2016 11:30 (UTC)","290"
"Austria (AT)","09.11.2016 11:30 - 09.11.2016 11:45 (UTC)","288"
"Austria (AT)","09.11.2016 11:45 - 09.11.2016 12:00 (UTC)","285"
"Austria (AT)","09.11.2016 12:00 - 09.11.2016 12:15 (UTC)","273"
"Austria (AT)","09.11.2016 12:15 - 09.11.2016 12:30 (UTC)","258"
"Austria (AT)","09.11.2016 12:30 - 09.11.2016 12:45 (UTC)","242"
"Austria (AT)","09.11.2016 12:45 - 09.11.2016 13:00 (UTC)","227"
"Austria (AT)","09.11.2016 13:00 - 09.11.2016 13:15 (UTC)","207"
"Austria (AT)","09.11.2016 13:15 - 09.11.2016 13:30 (UTC)","186"
"Austria (AT)","09.11.2016 13:30 - 09.11.2016 13:45 (UTC)","165"
"Austria (AT)","09.11.2016 13:45 - 09.11.2016 14:00 (UTC)","144"
"Austria (AT)","09.11.2016 14:00 - 09.11.2016 14:15 (UTC)","123"
"Austria (AT)","09.11.2016 14:15 - 09.11.2016 14:30 (UTC)","101"
"Austria (AT)","09.11.2016 14:30 - 09.11.2016 14:45 (UTC)","79"
"Austria (AT)","09.11.2016 14:45 - 09.11.2016 15:00 (UTC)","57"
"Austria (AT)","09.11.2016 15:00 - 09.11.2016 15:15 (UTC)","45"
"Austria (AT)","09.11.2016 15:15 - 09.11.2016 15:30 (UTC)","32"
"Austria (AT)","09.11.2016 15:30 - 09.11.2016 15:45 (UTC)","21"
"Austria (AT)","09.11.2016 15:45 - 09.11.2016 16:00 (UTC)","9"
"Austria (AT)","09.11.2016 16:00 - 09.11.2016 16:15 (UTC)","9"
"Austria (AT)","09.11.2016 16:15 - 09.11.2016 16:30 (UTC)","8"
"Austria (AT)","09.11.2016 16:30 - 09.11.2016 16:45 (UTC)","8"
"Austria (AT)","09.11.2016 16:45 - 09.11.2016 17:00 (UTC)","8"
"Austria (AT)","09.11.2016 17:00 - 09.11.2016 17:15 (UTC)","8"
"Austria (AT)","09.11.2016 17:15 - 09.11.2016 17:30 (UTC)","8"
"Austria (AT)","09.11.2016 17:30 - 09.11.2016 17:45 (UTC)","8"
"Austria (AT)","09.11.2016 17:45 - 09.11.2016 18:00 (UTC)","8"
"Austria (AT)","09.11.2016 18:00 - 09.11.2016 18:15 (UTC)","0"
"Austria (AT)","09.11.2016 18:15 - 09.11.2016 18:30 (UTC)","0"
"Austria (AT)","09.11.2016 18:30 - 09.11.2016 18:45 (UTC)","0"
"Austria (AT)","09.11.2016 18:45 - 09.11.2016 19:00 (UTC)","0"
"Austria (AT)","09.11.2016 19:00 - 09.11.2016 19:15 (UTC)","0"
"Austria (AT)","09.11.2016 19:15 - 09.11.2016 19:30 (UTC)","0"
"Austria (AT)","09.11.2016 19:30 - 09.11.2016 19:45 (UTC)","0"
"Austria (AT)","09.11.2016 19:45 - 09.11.2016 20:00 (UTC)","0"
"Austria (AT)","09.11.2016 20:00 - 09.11.2016 20:15 (UTC)","0"
"Austria (AT)","09.11.2016 20:15 - 09.11.2016 20:30 (UTC)","0"
"Austria (AT)","09.11.2016 20:30 - 09.11.2016 20:45 (UTC)","0"
"Austria (AT)","09.11.2016 20:45 - 09.11.2016 21:00 (UTC)","0"
"Austria (AT)","09.11.2016 21:00 - 09.11.2016 21:15 (UTC)","0"
"Austria (AT)","09.11.2016 21:15 - 09.11.2016 21:30 (UTC)","0"
"Austria (AT)","09.11.2016 21:30 - 09.11.2016 21:45 (UTC)","0"
"Austria (AT)","09.11.2016 21:45 - 09.11.2016 22:00 (UTC)","0"
"Austria (AT)","09.11.2016 22:00 - 09.11.2016 22:15 (UTC)","0"
"Austria (AT)","09.11.2016 22:15 - 09.11.2016 22:30 (UTC)","0"
"Austria (AT)","09.11.2016 22:30 - 09.11.2016 22:45 (UTC)","0"
"Austria (AT)","09.11.2016 22:45 - 09.11.2016 23:00 (UTC)","0"
"Austria (AT)","09.11.2016 23:00 - 09.11.2016 23:15 (UTC)","0"
"Austria (AT)","09.11.2016 23:15 - 09.11.2016 23:30 (UTC)","0"
"Austria (AT)","09.11.2016 23:30 - 09.11.2016 23:45 (UTC)","0"
"Austria (AT)","09.11.2016 23:45 - 10.11.2016 00:00 (UTC)","0"
"Austria (AT)","10.11.2016 00:00 - 10.11.2016 00:15 (UTC)","0"
"Austria (AT)","10.11.2016 00:15 - 10.11.2016 00:30 (UTC)","0"
"Austria (AT)","10.11.2016 00:30 - 10.11.2016 00:45 (UTC)","0"
"Austria (AT)","10.11.2016 00:45 - 10.11.2016 01:00 (UTC)","0"
"Austria (AT)","10.11.2016 01:00 - 10.11.2016 01:15 (UTC)","0"
"Austria (AT)","10.11.2016 01:15 - 10.11.2016 01:30 (UTC)","0"
"Austria (AT)","10.11.2016 01:30 - 10.11.2016 01:45 (UTC)","0"
"Austria (AT)","10.11.2016 01:45 - 10.11.2016 02:00 (UTC)","0"
"Austria (AT)","10.11.2016 02:00 - 10.11.2016 02:15 (UTC)","0"
"Austria (AT)","10.11.2016 02:15 - 10.11.2016 02:30 (UTC)","0"
"Austria (AT)","10.11.2016 02:30 - 10.11.2016 02:45 (UTC)","0"
"Austria (AT)","10.11.2016 02:45 - 10.11.2016 03:00 (UTC)","0"
"Austria (AT)","10.11.2016 03:00 - 10.11.2016 03:15 (UTC)","0"
"Austria (AT)","10.11.2016 03:15 - 10.11.2016 03:30 (UTC)","0"
"Austria (AT)","10.11.2016 03:30 - 10.11.2016 03:45 (UTC)","0"
"Austria (AT)","10.11.2016 03:45 - 10.11.2016 04:00 (UTC)","0"
"Austria (AT)","10.11.2016 04:00 - 10.11.2016 04:15 (UTC)","0"
"Austria (AT)","10.11.2016 04:15 - 10.11.2016 04:30 (UTC)","0"
"Austria (AT)","10.11.2016 04:30 - 10.11.2016 04:45 (UTC)","0"
"Austria (AT)","10.11.2016 04:45 - 10.11.2016 05:00 (UTC)","0"
"Austria (AT)","10.11.2016 05:00 - 10.11.2016 05:15 (UTC)","0"
"Austria (AT)","10.11.2016 05:15 - 10.11.2016 05:30 (UTC)","0"
"Austria (AT)","10.11.2016 05:30 - 10.11.2016 05:45 (UTC)","0"
"Austria (AT)","10.11.2016 05:45 - 10.11.2016 06:00 (UTC)","0"
"Austria (AT)","10.11.2016 06:00 - 10.11.2016 06:15 (UTC)","10"
"Austria (AT)","10.11.2016 06:15 - 10.11.2016 06:30 (UTC)","13"
"Austria (AT)","10.11.2016 06:30 - 10.11.2016 06:45 (UTC)","16"
"Austria (AT)","10.11.2016 06:45 - 10.11.2016 07:00 (UTC)","19"
"Austria (AT)","10.11.2016 07:00 - 10.11.2016 07:15 (UTC)","31"
"Austria (AT)","10.11.2016 07:15 - 10.11.2016 07:30 (UTC)","42"
"Austria (AT)","10.11.2016 07:30 - 10.11.2016 07:45 (UTC)","55"
"Austria (AT)","10.11.2016 07:45 - 10.11.2016 08:00 (UTC)","67"
"Austria (AT)","10.11.2016 08:00 - 10.11.2016 08:15 (UTC)","79"
"Austria (AT)","10.11.2016 08:15 - 10.11.2016 08:30 (UTC)","92"
"Austria (AT)","10.11.2016 08:30 - 10.11.2016 08:45 (UTC)","105"
"Austria (AT)","10.11.2016 08:45 - 10.11.2016 09:00 (UTC)","117"
"Austria (AT)","10.11.2016 09:00 - 10.11.2016 09:15 (UTC)","128"
"Austria (AT)","10.11.2016 09:15 - 10.11.2016 09:30 (UTC)","139"
"Austria (AT)","10.11.2016 09:30 - 10.11.2016 09:45 (UTC)","149"
"Austria (AT)","10.11.2016 09:45 - 10.11.2016 10:00 (UTC)","160"
"Austria (AT)","10.11.2016 10:00 - 10.11.2016 10:15 (UTC)","163"
"Austria (AT)","10.11.2016 10:15 - 10.11.2016 10:30 (UTC)","167"
"Austria (AT)","10.11.2016 10:30 - 10.11.2016 10:45 (UTC)","170"
"Austria (AT)","10.11.2016 10:45 - 10.11.2016 11:00 (UTC)","174"
"Austria (AT)","10.11.2016 11:00 - 10.11.2016 11:15 (UTC)","174"
"Austria (AT)","10.11.2016 11:15 - 10.11.2016 11:30 (UTC)","174"
"Austria (AT)","10.11.2016 11:30 - 10.11.2016 11:45 (UTC)","174"
"Austria (AT)","10.11.2016 11:45 - 10.11.2016 12:00 (UTC)","174"
"Austria (AT)","10.11.2016 12:00 - 10.11.2016 12:15 (UTC)","170"
"Austria (AT)","10.11.2016 12:15 - 10.11.2016 12:30 (UTC)","162"
"Austria (AT)","10.11.2016 12:30 - 10.11.2016 12:45 (UTC)","155"
"Austria (AT)","10.11.2016 12:45 - 10.11.2016 13:00 (UTC)","148"
"Austria (AT)","10.11.2016 13:00 - 10.11.2016 13:15 (UTC)","135"
"Austria (AT)","10.11.2016 13:15 - 10.11.2016 13:30 (UTC)","122"
"Austria (AT)","10.11.2016 13:30 - 10.11.2016 13:45 (UTC)","110"
"Austria (AT)","10.11.2016 13:45 - 10.11.2016 14:00 (UTC)","97"
"Austria (AT)","10.11.2016 14:00 - 10.11.2016 14:15 (UTC)","83"
"Austria (AT)","10.11.2016 14:15 - 10.11.2016 14:30 (UTC)","68"
"Austria (AT)","10.11.2016 14:30 - 10.11.2016 14:45 (UTC)","54"
"Austria (AT)","10.11.2016 14:45 - 10.11.2016 15:00 (UTC)","40"
"Austria (AT)","10.11.2016 15:00 - 10.11.2016 15:15 (UTC)","31"
"Austria (AT)","10.11.2016 15:15 - 10.11.2016 15:30 (UTC)","23"
"Austria (AT)","10.11.2016 15:30 - 10.11.2016 15:45 (UTC)","15"
"Austria (AT)","10.11.2016 15:45 - 10.11.2016 16:00 (UTC)","8"
"Austria (AT)","10.11.2016 16:00 - 10.11.2016 16:15 (UTC)","8"
"Austria (AT)","10.11.2016 16:15 - 10.11.2016 16:30 (UTC)","8"
"Austria (AT)","10.11.2016 16:30 - 10.11.2016 16:45 (UTC)","8"
"Austria (AT)","10.11.2016 16:45 - 10.11.2016 17:00 (UTC)","8"
"Austria (AT)","10.11.2016 17:00 - 10.11.2016 17:15 (UTC)","8"
"Austria (AT)","10.11.2016 17:15 - 10.11.2016 17:30 (UTC)","8"
"Austria (AT)","10.11.2016 17:30 - 10.11.2016 17:45 (UTC)","8"
"Austria (AT)","10.11.2016 17:45 - 10.11.2016 18:00 (UTC)","8"
"Austria (AT)","10.11.2016 18:00 - 10.11.2016 18:15 (UTC)","0"
"Austria (AT)","10.11.2016 18:15 - 10.11.2016 18:30 (UTC)","0"
"Austria (AT)","10.11.2016 18:30 - 10.11.2016 18:45 (UTC)","0"
"Austria (AT)","10.11.2016 18:45 - 10.11.2016 19:00 (UTC)","0"
"Austria (AT)","10.11.2016 19:00 - 10.11.2016 19:15 (UTC)","0"
"Austria (AT)","10.11.2016 19:15 - 10.11.2016 19:30 (UTC)","0"
"Austria (AT)","10.11.2016 19:30 - 10.11.2016 19:45 (UTC)","0"
"Austria (AT)","10.11.2016 19:45 - 10.11.2016 20:00 (UTC)","0"
"Austria (AT)","10.11.2016 20:00 - 10.11.2016 20:15 (UTC)","0"
"Austria (AT)","10.11.2016 20:15 - 10.11.2016 20:30 (UTC)","0"
"Austria (AT)","10.11.2016 20:30 - 10.11.2016 20:45 (UTC)","0"
"Austria (AT)","10.11.2016 20:45 - 10.11.2016 21:00 (UTC)","0"
"Austria (AT)","10.11.2016 21:00 - 10.11.2016 21:15 (UTC)","0"
"Austria (AT)","10.11.2016 21:15 - 10.11.2016 21:30 (UTC)","0"
"Austria (AT)","10.11.2016 21:30 - 10.11.2016 21:45 (UTC)","0"
"Austria (AT)","10.11.2016 21:45 - 10.11.2016 22:00 (UTC)","0"
"Austria (AT)","10.11.2016 22:00 - 10.11.2016 22:15 (UTC)","0"
"Austria (AT)","10.11.2016 22:15 - 10.11.2016 22:30 (UTC)","0"
"Austria (AT)","10.11.2016 22:30 - 10.11.2016 22:45 (UTC)","0"
"Austria (AT)","10.11.2016 22:45 - 10.11.2016 23:00 (UTC)","0"
"Austria (AT)","10.11.2016 23:00 - 10.11.2016 23:15 (UTC)","0"
"Austria (AT)","10.11.2016 23:15 - 10.11.2016 23:30 (UTC)","0"
"Austria (AT)","10.11.2016 23:30 - 10.11.2016 23:45 (UTC)","0"
"Austria (AT)","10.11.2016 23:45 - 11.11.2016 00:00 (UTC)","0"
"Austria (AT)","11.11.2016 00:00 - 11.11.2016 00:15 (UTC)","0"
"Austria (AT)","11.11.2016 00:15 - 11.11.2016 00:30 (UTC)","0"
"Austria (AT)","11.11.2016 00:30 - 11.11.2016 00:45 (UTC)","0"
"Austria (AT)","11.11.2016 00:45 - 11.11.2016 01:00 (UTC)","0"
"Austria (AT)","11.11.2016 01:00 - 11.11.2016 01:15 (UTC)","0"
"Austria (AT)","11.11.2016 01:15 - 11.11.2016 01:30 (UTC)","0"
"Austria (AT)","11.11.2016 01:30 - 11.11.2016 01:45 (UTC)","0"
"Austria (AT)","11.11.2016 01:45 - 11.11.2016 02:00 (UTC)","0"
"Austria (AT)","11.11.2016 02:00 - 11.11.2016 02:15 (UTC)","0"
"Austria (AT)","11.11.2016 02:15 - 11.11.2016 02:30 (UTC)","0"
"Austria (AT)","11.11.2016 02:30 - 11.11.2016 02:45 (UTC)","0"
"Austria (AT)","11.11.2016 02:45 - 11.11.2016 03:00 (UTC)","0"
"Austria (AT)","11.11.2016 03:00 - 11.11.2016 03:15 (UTC)","0"
"Austria (AT)","11.11.2016 03:15 - 11.11.2016 03:30 (UTC)","0"
"Austria (AT)","11.11.2016 03:30 - 11.11.2016 03:45 (UTC)","0"
"Austria (AT)","11.11.2016 03:45 - 11.11.2016 04:00 (UTC)","0"
"Austria (AT)","11.11.2016 04:00 - 11.11.2016 04:15 (UTC)","0"
"Austria (AT)","11.11.2016 04:15 - 11.11.2016 04:30 (UTC)","0"
"Austria (AT)","11.11.2016 04:30 - 11.11.2016 04:45 (UTC)","0"
"Austria (AT)","11.11.2016 04:45 - 11.11.2016 05:00 (UTC)","0"
"Austria (AT)","11.11.2016 05:00 - 11.11.2016 05:15 (UTC)","0"
"Austria (AT)","11.11.2016 05:15 - 11.11.2016 05:30 (UTC)","0"
"Austria (AT)","11.11.2016 05:30 - 11.11.2016 05:45 (UTC)","0"
"Austria (AT)","11.11.2016 05:45 - 11.11.2016 06:00 (UTC)","0"
"Austria (AT)","11.11.2016 06:00 - 11.11.2016 06:15 (UTC)","10"
"Austria (AT)","11.11.2016 06:15 - 11.11.2016 06:30 (UTC)","12"
"Austria (AT)","11.11.2016 06:30 - 11.11.2016 06:45 (UTC)","15"
"Austria (AT)","11.11.2016 06:45 - 11.11.2016 07:00 (UTC)","18"
"Austria (AT)","11.11.2016 07:00 - 11.11.2016 07:15 (UTC)","29"
"Austria (AT)","11.11.2016 07:15 - 11.11.2016 07:30 (UTC)","40"
"Austria (AT)","11.11.2016 07:30 - 11.11.2016 07:45 (UTC)","52"
"Austria (AT)","11.11.2016 07:45 - 11.11.2016 08:00 (UTC)","64"
"Austria (AT)","11.11.2016 08:00 - 11.11.2016 08:15 (UTC)","78"
"Austria (AT)","11.11.2016 08:15 - 11.11.2016 08:30 (UTC)","91"
"Austria (AT)","11.11.2016 08:30 - 11.11.2016 08:45 (UTC)","104"
"Austria (AT)","11.11.2016 08:45 - 11.11.2016 09:00 (UTC)","118"
"Austria (AT)","11.11.2016 09:00 - 11.11.2016 09:15 (UTC)","130"
"Austria (AT)","11.11.2016 09:15 - 11.11.2016 09:30 (UTC)","141"
"Austria (AT)","11.11.2016 09:30 - 11.11.2016 09:45 (UTC)","152"
"Austria (AT)","11.11.2016 09:45 - 11.11.2016 10:00 (UTC)","164"
"Austria (AT)","11.11.2016 10:00 - 11.11.2016 10:15 (UTC)","167"
"Austria (AT)","11.11.2016 10:15 - 11.11.2016 10:30 (UTC)","169"
"Austria (AT)","11.11.2016 10:30 - 11.11.2016 10:45 (UTC)","172"
"Austria (AT)","11.11.2016 10:45 - 11.11.2016 11:00 (UTC)","174"
"Austria (AT)","11.11.2016 11:00 - 11.11.2016 11:15 (UTC)","172"
"Austria (AT)","11.11.2016 11:15 - 11.11.2016 11:30 (UTC)","170"
"Austria (AT)","11.11.2016 11:30 - 11.11.2016 11:45 (UTC)","167"
