"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","22.05.2019 14:30 - 22.05.2019 14:45 (UTC)","368"
"Austria (AT)","22.05.2019 14:45 - 22.05.2019 15:00 (UTC)","336"
"Austria (AT)","22.05.2019 15:00 - 22.05.2019 15:15 (UTC)","316"
"Austria (AT)","22.05.2019 15:15 - 22.05.2019 15:30 (UTC)","292"
"Austria (AT)","22.05.2019 15:30 - 22.05.2019 15:45 (UTC)","272"
"Austria (AT)","22.05.2019 15:45 - 22.05.2019 16:00 (UTC)","248"
"Austria (AT)","22.05.2019 16:00 - 22.05.2019 16:15 (UTC)","224"
"Austria (AT)","22.05.2019 16:15 - 22.05.2019 16:30 (UTC)","204"
"Austria (AT)","22.05.2019 16:30 - 22.05.2019 16:45 (UTC)","180"
"Austria (AT)","22.05.2019 16:45 - 22.05.2019 17:00 (UTC)","160"
"Austria (AT)","22.05.2019 17:00 - 22.05.2019 17:15 (UTC)","132"
"Austria (AT)","22.05.2019 17:15 - 22.05.2019 17:30 (UTC)","116"
"Austria (AT)","22.05.2019 17:30 - 22.05.2019 17:45 (UTC)","96"
"Austria (AT)","22.05.2019 17:45 - 22.05.2019 18:00 (UTC)","76"
"Austria (AT)","22.05.2019 18:00 - 22.05.2019 18:15 (UTC)","64"
"Austria (AT)","22.05.2019 18:15 - 22.05.2019 18:30 (UTC)","48"
"Austria (AT)","22.05.2019 18:30 - 22.05.2019 18:45 (UTC)","36"
"Austria (AT)","22.05.2019 18:45 - 22.05.2019 19:00 (UTC)","20"
"Austria (AT)","22.05.2019 19:00 - 22.05.2019 19:15 (UTC)","16"
"Austria (AT)","22.05.2019 19:15 - 22.05.2019 19:30 (UTC)","12"
"Austria (AT)","22.05.2019 19:30 - 22.05.2019 19:45 (UTC)","4"
"Austria (AT)","22.05.2019 19:45 - 22.05.2019 20:00 (UTC)","0"
"Austria (AT)","22.05.2019 20:00 - 22.05.2019 20:15 (UTC)","0"
"Austria (AT)","22.05.2019 20:15 - 22.05.2019 20:30 (UTC)","0"
"Austria (AT)","22.05.2019 20:30 - 22.05.2019 20:45 (UTC)","0"
"Austria (AT)","22.05.2019 20:45 - 22.05.2019 21:00 (UTC)","0"
"Austria (AT)","22.05.2019 21:00 - 22.05.2019 21:15 (UTC)","0"
"Austria (AT)","22.05.2019 21:15 - 22.05.2019 21:30 (UTC)","0"
"Austria (AT)","22.05.2019 21:30 - 22.05.2019 21:45 (UTC)","0"
"Austria (AT)","22.05.2019 21:45 - 22.05.2019 22:00 (UTC)","0"
"Austria (AT)","22.05.2019 22:00 - 22.05.2019 22:15 (UTC)","0"
"Austria (AT)","22.05.2019 22:15 - 22.05.2019 22:30 (UTC)","0"
"Austria (AT)","22.05.2019 22:30 - 22.05.2019 22:45 (UTC)","0"
"Austria (AT)","22.05.2019 22:45 - 22.05.2019 23:00 (UTC)","0"
"Austria (AT)","22.05.2019 23:00 - 22.05.2019 23:15 (UTC)","0"
"Austria (AT)","22.05.2019 23:15 - 22.05.2019 23:30 (UTC)","0"
"Austria (AT)","22.05.2019 23:30 - 22.05.2019 23:45 (UTC)","0"
"Austria (AT)","22.05.2019 23:45 - 23.05.2019 00:00 (UTC)","0"
"Austria (AT)","23.05.2019 00:00 - 23.05.2019 00:15 (UTC)","0"
"Austria (AT)","23.05.2019 00:15 - 23.05.2019 00:30 (UTC)","0"
"Austria (AT)","23.05.2019 00:30 - 23.05.2019 00:45 (UTC)","0"
"Austria (AT)","23.05.2019 00:45 - 23.05.2019 01:00 (UTC)","0"
"Austria (AT)","23.05.2019 01:00 - 23.05.2019 01:15 (UTC)","0"
"Austria (AT)","23.05.2019 01:15 - 23.05.2019 01:30 (UTC)","0"
"Austria (AT)","23.05.2019 01:30 - 23.05.2019 01:45 (UTC)","0"
"Austria (AT)","23.05.2019 01:45 - 23.05.2019 02:00 (UTC)","0"
"Austria (AT)","23.05.2019 02:00 - 23.05.2019 02:15 (UTC)","0"
"Austria (AT)","23.05.2019 02:15 - 23.05.2019 02:30 (UTC)","0"
"Austria (AT)","23.05.2019 02:30 - 23.05.2019 02:45 (UTC)","0"
"Austria (AT)","23.05.2019 02:45 - 23.05.2019 03:00 (UTC)","0"
"Austria (AT)","23.05.2019 03:00 - 23.05.2019 03:15 (UTC)","12"
"Austria (AT)","23.05.2019 03:15 - 23.05.2019 03:30 (UTC)","24"
"Austria (AT)","23.05.2019 03:30 - 23.05.2019 03:45 (UTC)","40"
"Austria (AT)","23.05.2019 03:45 - 23.05.2019 04:00 (UTC)","52"
"Austria (AT)","23.05.2019 04:00 - 23.05.2019 04:15 (UTC)","60"
"Austria (AT)","23.05.2019 04:15 - 23.05.2019 04:30 (UTC)","72"
"Austria (AT)","23.05.2019 04:30 - 23.05.2019 04:45 (UTC)","84"
"Austria (AT)","23.05.2019 04:45 - 23.05.2019 05:00 (UTC)","100"
"Austria (AT)","23.05.2019 05:00 - 23.05.2019 05:15 (UTC)","124"
"Austria (AT)","23.05.2019 05:15 - 23.05.2019 05:30 (UTC)","148"
"Austria (AT)","23.05.2019 05:30 - 23.05.2019 05:45 (UTC)","168"
"Austria (AT)","23.05.2019 05:45 - 23.05.2019 06:00 (UTC)","188"
"Austria (AT)","23.05.2019 06:00 - 23.05.2019 06:15 (UTC)","224"
"Austria (AT)","23.05.2019 06:15 - 23.05.2019 06:30 (UTC)","256"
"Austria (AT)","23.05.2019 06:30 - 23.05.2019 06:45 (UTC)","288"
"Austria (AT)","23.05.2019 06:45 - 23.05.2019 07:00 (UTC)","320"
"Austria (AT)","23.05.2019 07:00 - 23.05.2019 07:15 (UTC)","364"
"Austria (AT)","23.05.2019 07:15 - 23.05.2019 07:30 (UTC)","404"
"Austria (AT)","23.05.2019 07:30 - 23.05.2019 07:45 (UTC)","448"
"Austria (AT)","23.05.2019 07:45 - 23.05.2019 08:00 (UTC)","492"
"Austria (AT)","23.05.2019 08:00 - 23.05.2019 08:15 (UTC)","508"
"Austria (AT)","23.05.2019 08:15 - 23.05.2019 08:30 (UTC)","524"
"Austria (AT)","23.05.2019 08:30 - 23.05.2019 08:45 (UTC)","540"
"Austria (AT)","23.05.2019 08:45 - 23.05.2019 09:00 (UTC)","556"
"Austria (AT)","23.05.2019 09:00 - 23.05.2019 09:15 (UTC)","576"
"Austria (AT)","23.05.2019 09:15 - 23.05.2019 09:30 (UTC)","596"
"Austria (AT)","23.05.2019 09:30 - 23.05.2019 09:45 (UTC)","612"
"Austria (AT)","23.05.2019 09:45 - 23.05.2019 10:00 (UTC)","632"
"Austria (AT)","23.05.2019 10:00 - 23.05.2019 10:15 (UTC)","656"
"Austria (AT)","23.05.2019 10:15 - 23.05.2019 10:30 (UTC)","676"
"Austria (AT)","23.05.2019 10:30 - 23.05.2019 10:45 (UTC)","696"
"Austria (AT)","23.05.2019 10:45 - 23.05.2019 11:00 (UTC)","720"
"Austria (AT)","23.05.2019 11:00 - 23.05.2019 11:15 (UTC)","720"
"Austria (AT)","23.05.2019 11:15 - 23.05.2019 11:30 (UTC)","720"
"Austria (AT)","23.05.2019 11:30 - 23.05.2019 11:45 (UTC)","720"
"Austria (AT)","23.05.2019 11:45 - 23.05.2019 12:00 (UTC)","720"
"Austria (AT)","23.05.2019 12:00 - 23.05.2019 12:15 (UTC)","716"
"Austria (AT)","23.05.2019 12:15 - 23.05.2019 12:30 (UTC)","708"
"Austria (AT)","23.05.2019 12:30 - 23.05.2019 12:45 (UTC)","704"
"Austria (AT)","23.05.2019 12:45 - 23.05.2019 13:00 (UTC)","700"
"Austria (AT)","23.05.2019 13:00 - 23.05.2019 13:15 (UTC)","672"
"Austria (AT)","23.05.2019 13:15 - 23.05.2019 13:30 (UTC)","644"
"Austria (AT)","23.05.2019 13:30 - 23.05.2019 13:45 (UTC)","620"
"Austria (AT)","23.05.2019 13:45 - 23.05.2019 14:00 (UTC)","592"
"Austria (AT)","23.05.2019 14:00 - 23.05.2019 14:15 (UTC)","560"
"Austria (AT)","23.05.2019 14:15 - 23.05.2019 14:30 (UTC)","524"
"Austria (AT)","23.05.2019 14:30 - 23.05.2019 14:45 (UTC)","488"
"Austria (AT)","23.05.2019 14:45 - 23.05.2019 15:00 (UTC)","456"
"Austria (AT)","23.05.2019 15:00 - 23.05.2019 15:15 (UTC)","428"
"Austria (AT)","23.05.2019 15:15 - 23.05.2019 15:30 (UTC)","400"
"Austria (AT)","23.05.2019 15:30 - 23.05.2019 15:45 (UTC)","376"
"Austria (AT)","23.05.2019 15:45 - 23.05.2019 16:00 (UTC)","348"
"Austria (AT)","23.05.2019 16:00 - 23.05.2019 16:15 (UTC)","316"
"Austria (AT)","23.05.2019 16:15 - 23.05.2019 16:30 (UTC)","288"
"Austria (AT)","23.05.2019 16:30 - 23.05.2019 16:45 (UTC)","256"
"Austria (AT)","23.05.2019 16:45 - 23.05.2019 17:00 (UTC)","228"
"Austria (AT)","23.05.2019 17:00 - 23.05.2019 17:15 (UTC)","192"
"Austria (AT)","23.05.2019 17:15 - 23.05.2019 17:30 (UTC)","168"
"Austria (AT)","23.05.2019 17:30 - 23.05.2019 17:45 (UTC)","140"
"Austria (AT)","23.05.2019 17:45 - 23.05.2019 18:00 (UTC)","112"
"Austria (AT)","23.05.2019 18:00 - 23.05.2019 18:15 (UTC)","92"
"Austria (AT)","23.05.2019 18:15 - 23.05.2019 18:30 (UTC)","72"
"Austria (AT)","23.05.2019 18:30 - 23.05.2019 18:45 (UTC)","52"
"Austria (AT)","23.05.2019 18:45 - 23.05.2019 19:00 (UTC)","32"
"Austria (AT)","23.05.2019 19:00 - 23.05.2019 19:15 (UTC)","24"
"Austria (AT)","23.05.2019 19:15 - 23.05.2019 19:30 (UTC)","16"
"Austria (AT)","23.05.2019 19:30 - 23.05.2019 19:45 (UTC)","8"
"Austria (AT)","23.05.2019 19:45 - 23.05.2019 20:00 (UTC)","0"
"Austria (AT)","23.05.2019 20:00 - 23.05.2019 20:15 (UTC)","0"
"Austria (AT)","23.05.2019 20:15 - 23.05.2019 20:30 (UTC)","0"
"Austria (AT)","23.05.2019 20:30 - 23.05.2019 20:45 (UTC)","0"
"Austria (AT)","23.05.2019 20:45 - 23.05.2019 21:00 (UTC)","0"
"Austria (AT)","23.05.2019 21:00 - 23.05.2019 21:15 (UTC)","0"
"Austria (AT)","23.05.2019 21:15 - 23.05.2019 21:30 (UTC)","0"
"Austria (AT)","23.05.2019 21:30 - 23.05.2019 21:45 (UTC)","0"
"Austria (AT)","23.05.2019 21:45 - 23.05.2019 22:00 (UTC)","0"
"Austria (AT)","23.05.2019 22:00 - 23.05.2019 22:15 (UTC)","0"
"Austria (AT)","23.05.2019 22:15 - 23.05.2019 22:30 (UTC)","0"
"Austria (AT)","23.05.2019 22:30 - 23.05.2019 22:45 (UTC)","0"
"Austria (AT)","23.05.2019 22:45 - 23.05.2019 23:00 (UTC)","0"
"Austria (AT)","23.05.2019 23:00 - 23.05.2019 23:15 (UTC)","0"
"Austria (AT)","23.05.2019 23:15 - 23.05.2019 23:30 (UTC)","0"
"Austria (AT)","23.05.2019 23:30 - 23.05.2019 23:45 (UTC)","0"
"Austria (AT)","23.05.2019 23:45 - 24.05.2019 00:00 (UTC)","0"
"Austria (AT)","24.05.2019 00:00 - 24.05.2019 00:15 (UTC)","0"
"Austria (AT)","24.05.2019 00:15 - 24.05.2019 00:30 (UTC)","0"
"Austria (AT)","24.05.2019 00:30 - 24.05.2019 00:45 (UTC)","0"
"Austria (AT)","24.05.2019 00:45 - 24.05.2019 01:00 (UTC)","0"
"Austria (AT)","24.05.2019 01:00 - 24.05.2019 01:15 (UTC)","0"
"Austria (AT)","24.05.2019 01:15 - 24.05.2019 01:30 (UTC)","0"
"Austria (AT)","24.05.2019 01:30 - 24.05.2019 01:45 (UTC)","0"
"Austria (AT)","24.05.2019 01:45 - 24.05.2019 02:00 (UTC)","0"
"Austria (AT)","24.05.2019 02:00 - 24.05.2019 02:15 (UTC)","0"
"Austria (AT)","24.05.2019 02:15 - 24.05.2019 02:30 (UTC)","0"
"Austria (AT)","24.05.2019 02:30 - 24.05.2019 02:45 (UTC)","0"
"Austria (AT)","24.05.2019 02:45 - 24.05.2019 03:00 (UTC)","0"
"Austria (AT)","24.05.2019 03:00 - 24.05.2019 03:15 (UTC)","20"
"Austria (AT)","24.05.2019 03:15 - 24.05.2019 03:30 (UTC)","36"
"Austria (AT)","24.05.2019 03:30 - 24.05.2019 03:45 (UTC)","56"
"Austria (AT)","24.05.2019 03:45 - 24.05.2019 04:00 (UTC)","72"
"Austria (AT)","24.05.2019 04:00 - 24.05.2019 04:15 (UTC)","88"
"Austria (AT)","24.05.2019 04:15 - 24.05.2019 04:30 (UTC)","108"
"Austria (AT)","24.05.2019 04:30 - 24.05.2019 04:45 (UTC)","124"
"Austria (AT)","24.05.2019 04:45 - 24.05.2019 05:00 (UTC)","140"
"Austria (AT)","24.05.2019 05:00 - 24.05.2019 05:15 (UTC)","172"
"Austria (AT)","24.05.2019 05:15 - 24.05.2019 05:30 (UTC)","200"
"Austria (AT)","24.05.2019 05:30 - 24.05.2019 05:45 (UTC)","228"
"Austria (AT)","24.05.2019 05:45 - 24.05.2019 06:00 (UTC)","256"
"Austria (AT)","24.05.2019 06:00 - 24.05.2019 06:15 (UTC)","292"
"Austria (AT)","24.05.2019 06:15 - 24.05.2019 06:30 (UTC)","332"
"Austria (AT)","24.05.2019 06:30 - 24.05.2019 06:45 (UTC)","372"
"Austria (AT)","24.05.2019 06:45 - 24.05.2019 07:00 (UTC)","412"
"Austria (AT)","24.05.2019 07:00 - 24.05.2019 07:15 (UTC)","476"
"Austria (AT)","24.05.2019 07:15 - 24.05.2019 07:30 (UTC)","536"
"Austria (AT)","24.05.2019 07:30 - 24.05.2019 07:45 (UTC)","600"
"Austria (AT)","24.05.2019 07:45 - 24.05.2019 08:00 (UTC)","660"
"Austria (AT)","24.05.2019 08:00 - 24.05.2019 08:15 (UTC)","680"
"Austria (AT)","24.05.2019 08:15 - 24.05.2019 08:30 (UTC)","700"
"Austria (AT)","24.05.2019 08:30 - 24.05.2019 08:45 (UTC)","720"
"Austria (AT)","24.05.2019 08:45 - 24.05.2019 09:00 (UTC)","740"
"Austria (AT)","24.05.2019 09:00 - 24.05.2019 09:15 (UTC)","764"
"Austria (AT)","24.05.2019 09:15 - 24.05.2019 09:30 (UTC)","792"
"Austria (AT)","24.05.2019 09:30 - 24.05.2019 09:45 (UTC)","816"
"Austria (AT)","24.05.2019 09:45 - 24.05.2019 10:00 (UTC)","844"
"Austria (AT)","24.05.2019 10:00 - 24.05.2019 10:15 (UTC)","864"
"Austria (AT)","24.05.2019 10:15 - 24.05.2019 10:30 (UTC)","884"
"Austria (AT)","24.05.2019 10:30 - 24.05.2019 10:45 (UTC)","904"
"Austria (AT)","24.05.2019 10:45 - 24.05.2019 11:00 (UTC)","924"
"Austria (AT)","24.05.2019 11:00 - 24.05.2019 11:15 (UTC)","908"
"Austria (AT)","24.05.2019 11:15 - 24.05.2019 11:30 (UTC)","892"
"Austria (AT)","24.05.2019 11:30 - 24.05.2019 11:45 (UTC)","880"
"Austria (AT)","24.05.2019 11:45 - 24.05.2019 12:00 (UTC)","864"
"Austria (AT)","24.05.2019 12:00 - 24.05.2019 12:15 (UTC)","856"
"Austria (AT)","24.05.2019 12:15 - 24.05.2019 12:30 (UTC)","844"
"Austria (AT)","24.05.2019 12:30 - 24.05.2019 12:45 (UTC)","836"
"Austria (AT)","24.05.2019 12:45 - 24.05.2019 13:00 (UTC)","828"
"Austria (AT)","24.05.2019 13:00 - 24.05.2019 13:15 (UTC)","792"
"Austria (AT)","24.05.2019 13:15 - 24.05.2019 13:30 (UTC)","760"
"Austria (AT)","24.05.2019 13:30 - 24.05.2019 13:45 (UTC)","728"
"Austria (AT)","24.05.2019 13:45 - 24.05.2019 14:00 (UTC)","696"
"Austria (AT)","24.05.2019 14:00 - 24.05.2019 14:15 (UTC)","652"
"Austria (AT)","24.05.2019 14:15 - 24.05.2019 14:30 (UTC)","608"
"Austria (AT)","24.05.2019 14:30 - 24.05.2019 14:45 (UTC)","564"
"Austria (AT)","24.05.2019 14:45 - 24.05.2019 15:00 (UTC)","520"
"Austria (AT)","24.05.2019 15:00 - 24.05.2019 15:15 (UTC)","488"
"Austria (AT)","24.05.2019 15:15 - 24.05.2019 15:30 (UTC)","460"
"Austria (AT)","24.05.2019 15:30 - 24.05.2019 15:45 (UTC)","428"
"Austria (AT)","24.05.2019 15:45 - 24.05.2019 16:00 (UTC)","400"
"Austria (AT)","24.05.2019 16:00 - 24.05.2019 16:15 (UTC)","364"
"Austria (AT)","24.05.2019 16:15 - 24.05.2019 16:30 (UTC)","328"
"Austria (AT)","24.05.2019 16:30 - 24.05.2019 16:45 (UTC)","292"
"Austria (AT)","24.05.2019 16:45 - 24.05.2019 17:00 (UTC)","256"
"Austria (AT)","24.05.2019 17:00 - 24.05.2019 17:15 (UTC)","220"
"Austria (AT)","24.05.2019 17:15 - 24.05.2019 17:30 (UTC)","188"
"Austria (AT)","24.05.2019 17:30 - 24.05.2019 17:45 (UTC)","156"
"Austria (AT)","24.05.2019 17:45 - 24.05.2019 18:00 (UTC)","124"
"Austria (AT)","24.05.2019 18:00 - 24.05.2019 18:15 (UTC)","104"
"Austria (AT)","24.05.2019 18:15 - 24.05.2019 18:30 (UTC)","80"
"Austria (AT)","24.05.2019 18:30 - 24.05.2019 18:45 (UTC)","56"
"Austria (AT)","24.05.2019 18:45 - 24.05.2019 19:00 (UTC)","36"
"Austria (AT)","24.05.2019 19:00 - 24.05.2019 19:15 (UTC)","24"
"Austria (AT)","24.05.2019 19:15 - 24.05.2019 19:30 (UTC)","16"
"Austria (AT)","24.05.2019 19:30 - 24.05.2019 19:45 (UTC)","8"
"Austria (AT)","24.05.2019 19:45 - 24.05.2019 20:00 (UTC)","0"
"Austria (AT)","24.05.2019 20:00 - 24.05.2019 20:15 (UTC)","0"
"Austria (AT)","24.05.2019 20:15 - 24.05.2019 20:30 (UTC)","0"
"Austria (AT)","24.05.2019 20:30 - 24.05.2019 20:45 (UTC)","0"
"Austria (AT)","24.05.2019 20:45 - 24.05.2019 21:00 (UTC)","0"
"Austria (AT)","24.05.2019 21:00 - 24.05.2019 21:15 (UTC)","0"
"Austria (AT)","24.05.2019 21:15 - 24.05.2019 21:30 (UTC)","0"
"Austria (AT)","24.05.2019 21:30 - 24.05.2019 21:45 (UTC)","0"
"Austria (AT)","24.05.2019 21:45 - 24.05.2019 22:00 (UTC)","0"
"Austria (AT)","24.05.2019 22:00 - 24.05.2019 22:15 (UTC)","0"
"Austria (AT)","24.05.2019 22:15 - 24.05.2019 22:30 (UTC)","0"
"Austria (AT)","24.05.2019 22:30 - 24.05.2019 22:45 (UTC)","0"
"Austria (AT)","24.05.2019 22:45 - 24.05.2019 23:00 (UTC)","0"
"Austria (AT)","24.05.2019 23:00 - 24.05.2019 23:15 (UTC)","0"
"Austria (AT)","24.05.2019 23:15 - 24.05.2019 23:30 (UTC)","0"
"Austria (AT)","24.05.2019 23:30 - 24.05.2019 23:45 (UTC)","0"
"Austria (AT)","24.05.2019 23:45 - 25.05.2019 00:00 (UTC)","0"
"Austria (AT)","25.05.2019 00:00 - 25.05.2019 00:15 (UTC)","0"
"Austria (AT)","25.05.2019 00:15 - 25.05.2019 00:30 (UTC)","0"
"Austria (AT)","25.05.2019 00:30 - 25.05.2019 00:45 (UTC)","0"
"Austria (AT)","25.05.2019 00:45 - 25.05.2019 01:00 (UTC)","0"
"Austria (AT)","25.05.2019 01:00 - 25.05.2019 01:15 (UTC)","0"
"Austria (AT)","25.05.2019 01:15 - 25.05.2019 01:30 (UTC)","0"
"Austria (AT)","25.05.2019 01:30 - 25.05.2019 01:45 (UTC)","0"
"Austria (AT)","25.05.2019 01:45 - 25.05.2019 02:00 (UTC)","0"
"Austria (AT)","25.05.2019 02:00 - 25.05.2019 02:15 (UTC)","0"
"Austria (AT)","25.05.2019 02:15 - 25.05.2019 02:30 (UTC)","0"
"Austria (AT)","25.05.2019 02:30 - 25.05.2019 02:45 (UTC)","0"
"Austria (AT)","25.05.2019 02:45 - 25.05.2019 03:00 (UTC)","0"
"Austria (AT)","25.05.2019 03:00 - 25.05.2019 03:15 (UTC)","16"
"Austria (AT)","25.05.2019 03:15 - 25.05.2019 03:30 (UTC)","36"
"Austria (AT)","25.05.2019 03:30 - 25.05.2019 03:45 (UTC)","52"
"Austria (AT)","25.05.2019 03:45 - 25.05.2019 04:00 (UTC)","68"
"Austria (AT)","25.05.2019 04:00 - 25.05.2019 04:15 (UTC)","84"
"Austria (AT)","25.05.2019 04:15 - 25.05.2019 04:30 (UTC)","96"
"Austria (AT)","25.05.2019 04:30 - 25.05.2019 04:45 (UTC)","112"
"Austria (AT)","25.05.2019 04:45 - 25.05.2019 05:00 (UTC)","128"
"Austria (AT)","25.05.2019 05:00 - 25.05.2019 05:15 (UTC)","156"
"Austria (AT)","25.05.2019 05:15 - 25.05.2019 05:30 (UTC)","180"
"Austria (AT)","25.05.2019 05:30 - 25.05.2019 05:45 (UTC)","208"
"Austria (AT)","25.05.2019 05:45 - 25.05.2019 06:00 (UTC)","232"
"Austria (AT)","25.05.2019 06:00 - 25.05.2019 06:15 (UTC)","272"
"Austria (AT)","25.05.2019 06:15 - 25.05.2019 06:30 (UTC)","308"
"Austria (AT)","25.05.2019 06:30 - 25.05.2019 06:45 (UTC)","348"
"Austria (AT)","25.05.2019 06:45 - 25.05.2019 07:00 (UTC)","384"
"Austria (AT)","25.05.2019 07:00 - 25.05.2019 07:15 (UTC)","440"
"Austria (AT)","25.05.2019 07:15 - 25.05.2019 07:30 (UTC)","496"
"Austria (AT)","25.05.2019 07:30 - 25.05.2019 07:45 (UTC)","548"
"Austria (AT)","25.05.2019 07:45 - 25.05.2019 08:00 (UTC)","604"
"Austria (AT)","25.05.2019 08:00 - 25.05.2019 08:15 (UTC)","616"
"Austria (AT)","25.05.2019 08:15 - 25.05.2019 08:30 (UTC)","632"
"Austria (AT)","25.05.2019 08:30 - 25.05.2019 08:45 (UTC)","648"
"Austria (AT)","25.05.2019 08:45 - 25.05.2019 09:00 (UTC)","660"
"Austria (AT)","25.05.2019 09:00 - 25.05.2019 09:15 (UTC)","680"
"Austria (AT)","25.05.2019 09:15 - 25.05.2019 09:30 (UTC)","704"
"Austria (AT)","25.05.2019 09:30 - 25.05.2019 09:45 (UTC)","724"
"Austria (AT)","25.05.2019 09:45 - 25.05.2019 10:00 (UTC)","744"
"Austria (AT)","25.05.2019 10:00 - 25.05.2019 10:15 (UTC)","756"
"Austria (AT)","25.05.2019 10:15 - 25.05.2019 10:30 (UTC)","772"
"Austria (AT)","25.05.2019 10:30 - 25.05.2019 10:45 (UTC)","784"
"Austria (AT)","25.05.2019 10:45 - 25.05.2019 11:00 (UTC)","796"
"Austria (AT)","25.05.2019 11:00 - 25.05.2019 11:15 (UTC)","784"
"Austria (AT)","25.05.2019 11:15 - 25.05.2019 11:30 (UTC)","768"
"Austria (AT)","25.05.2019 11:30 - 25.05.2019 11:45 (UTC)","756"
"Austria (AT)","25.05.2019 11:45 - 25.05.2019 12:00 (UTC)","744"
"Austria (AT)","25.05.2019 12:00 - 25.05.2019 12:15 (UTC)","728"
"Austria (AT)","25.05.2019 12:15 - 25.05.2019 12:30 (UTC)","716"
"Austria (AT)","25.05.2019 12:30 - 25.05.2019 12:45 (UTC)","704"
"Austria (AT)","25.05.2019 12:45 - 25.05.2019 13:00 (UTC)","688"
"Austria (AT)","25.05.2019 13:00 - 25.05.2019 13:15 (UTC)","664"
"Austria (AT)","25.05.2019 13:15 - 25.05.2019 13:30 (UTC)","636"
"Austria (AT)","25.05.2019 13:30 - 25.05.2019 13:45 (UTC)","608"
"Austria (AT)","25.05.2019 13:45 - 25.05.2019 14:00 (UTC)","584"
"Austria (AT)","25.05.2019 14:00 - 25.05.2019 14:15 (UTC)","548"
"Austria (AT)","25.05.2019 14:15 - 25.05.2019 14:30 (UTC)","512"
"Austria (AT)","25.05.2019 14:30 - 25.05.2019 14:45 (UTC)","476"
"Austria (AT)","25.05.2019 14:45 - 25.05.2019 15:00 (UTC)","444"
"Austria (AT)","25.05.2019 15:00 - 25.05.2019 15:15 (UTC)","416"
"Austria (AT)","25.05.2019 15:15 - 25.05.2019 15:30 (UTC)","388"
"Austria (AT)","25.05.2019 15:30 - 25.05.2019 15:45 (UTC)","360"
"Austria (AT)","25.05.2019 15:45 - 25.05.2019 16:00 (UTC)","336"
"Austria (AT)","25.05.2019 16:00 - 25.05.2019 16:15 (UTC)","304"
"Austria (AT)","25.05.2019 16:15 - 25.05.2019 16:30 (UTC)","276"
"Austria (AT)","25.05.2019 16:30 - 25.05.2019 16:45 (UTC)","244"
"Austria (AT)","25.05.2019 16:45 - 25.05.2019 17:00 (UTC)","216"
"Austria (AT)","25.05.2019 17:00 - 25.05.2019 17:15 (UTC)","184"
"Austria (AT)","25.05.2019 17:15 - 25.05.2019 17:30 (UTC)","160"
"Austria (AT)","25.05.2019 17:30 - 25.05.2019 17:45 (UTC)","132"
"Austria (AT)","25.05.2019 17:45 - 25.05.2019 18:00 (UTC)","108"
"Austria (AT)","25.05.2019 18:00 - 25.05.2019 18:15 (UTC)","88"
"Austria (AT)","25.05.2019 18:15 - 25.05.2019 18:30 (UTC)","68"
"Austria (AT)","25.05.2019 18:30 - 25.05.2019 18:45 (UTC)","48"
"Austria (AT)","25.05.2019 18:45 - 25.05.2019 19:00 (UTC)","28"
"Austria (AT)","25.05.2019 19:00 - 25.05.2019 19:15 (UTC)","20"
"Austria (AT)","25.05.2019 19:15 - 25.05.2019 19:30 (UTC)","12"
"Austria (AT)","25.05.2019 19:30 - 25.05.2019 19:45 (UTC)","8"
"Austria (AT)","25.05.2019 19:45 - 25.05.2019 20:00 (UTC)","0"
"Austria (AT)","25.05.2019 20:00 - 25.05.2019 20:15 (UTC)","0"
"Austria (AT)","25.05.2019 20:15 - 25.05.2019 20:30 (UTC)","0"
"Austria (AT)","25.05.2019 20:30 - 25.05.2019 20:45 (UTC)","0"
"Austria (AT)","25.05.2019 20:45 - 25.05.2019 21:00 (UTC)","0"
"Austria (AT)","25.05.2019 21:00 - 25.05.2019 21:15 (UTC)","0"
"Austria (AT)","25.05.2019 21:15 - 25.05.2019 21:30 (UTC)","0"
"Austria (AT)","25.05.2019 21:30 - 25.05.2019 21:45 (UTC)","0"
"Austria (AT)","25.05.2019 21:45 - 25.05.2019 22:00 (UTC)","0"
"Austria (AT)","25.05.2019 22:00 - 25.05.2019 22:15 (UTC)","0"
"Austria (AT)","25.05.2019 22:15 - 25.05.2019 22:30 (UTC)","0"
"Austria (AT)","25.05.2019 22:30 - 25.05.2019 22:45 (UTC)","0"
"Austria (AT)","25.05.2019 22:45 - 25.05.2019 23:00 (UTC)","0"
"Austria (AT)","25.05.2019 23:00 - 25.05.2019 23:15 (UTC)","0"
"Austria (AT)","25.05.2019 23:15 - 25.05.2019 23:30 (UTC)","0"
"Austria (AT)","25.05.2019 23:30 - 25.05.2019 23:45 (UTC)","0"
"Austria (AT)","25.05.2019 23:45 - 26.05.2019 00:00 (UTC)","0"
"Austria (AT)","26.05.2019 00:00 - 26.05.2019 00:15 (UTC)","0"
"Austria (AT)","26.05.2019 00:15 - 26.05.2019 00:30 (UTC)","0"
"Austria (AT)","26.05.2019 00:30 - 26.05.2019 00:45 (UTC)","0"
"Austria (AT)","26.05.2019 00:45 - 26.05.2019 01:00 (UTC)","0"
"Austria (AT)","26.05.2019 01:00 - 26.05.2019 01:15 (UTC)","0"
"Austria (AT)","26.05.2019 01:15 - 26.05.2019 01:30 (UTC)","0"
